User_Id,Age,Gender,City,Account_age_Months,Subscription_Type,Payment_Method,Monthly_Subscription_Fee,Plan_Duration,Auto_Renewal,Daily_Listening_Minutes,Songs_Playes_Per_Day,Weekly_Apps_Opens,Playlists_Created,Podcasts_Listened,Skip_Rate,Offline_Downloads,Last_Login_Days_Ago,Device_Type,App_Rating,Customer_Support_Tickets,Ads_Clicked,Recommendation_Usage,Lifetime_Revenue,Avg_Monthly_Spend,Churn
569,40,Female,Hyderabad,16,Active,Credit/Debit Card,7,Monthly,No,122,44,29,3,9,53,49,23,Mobile,1,2,8,Yes,128,10,No
570,39,Male,Mumbai,50,Cancelled,Credit/Debit Card,5,Quarterly,Yes,173,70,25,16,8,11,43,30,Mobile,3,4,1,Yes,28,10,No
571,38,Female,Pune,5,Active,Credit/Debit Card,6,Yearly,Yes,22,80,6,17,10,38,37,10,Mobile,5,0,7,Yes,195,12,No
572,54,Male,Ahmedabad,59,Cancelled,Net Banking,14,Yearly,No,186,69,8,15,10,36,12,14,Desktop,4,3,5,Yes,443,3,No
573,34,Male,Ahmedabad,52,Active,Net Banking,0,Yearly,No,64,60,10,1,8,45,41,11,Mobile,2,0,4,No,51,2,Yes
574,33,Female,Kolkata,17,Active,UPI,10,Monthly,Yes,68,18,22,20,9,59,37,6,Mobile,1,2,11,Yes,394,9,Yes
575,18,Female,Chennai,58,Active,UPI,12,Monthly,Yes,16,69,12,13,5,60,43,1,Desktop,2,4,8,Yes,69,7,Yes
576,58,Male,Bangalore,44,Active,Credit/Debit Card,7,Yearly,No,110,76,14,2,9,11,20,17,Desktop,2,2,3,No,347,3,Yes
577,43,Male,Kolkata,5,Active,UPI,15,Quarterly,No,208,35,36,7,6,17,50,18,Mobile,4,3,7,No,140,4,Yes
578,48,Female,Kolkata,49,Active,Net Banking,6,Monthly,Yes,55,36,19,13,10,59,36,28,Mobile,4,2,11,Yes,11,15,Yes
579,45,Female,Mumbai,26,Cancelled,UPI,0,Quarterly,No,237,11,22,8,8,37,45,27,Mobile,3,1,9,Yes,58,2,Yes
580,31,Female,Mumbai,32,Active,Credit/Debit Card,14,Quarterly,No,176,59,24,14,1,8,3,12,Tablet,5,1,1,Yes,189,15,Yes
581,38,Male,Hyderabad,25,Cancelled,Credit/Debit Card,2,Monthly,Yes,68,63,21,6,7,47,46,3,Tablet,1,5,4,Yes,476,2,Yes
582,59,Male,Chennai,24,Active,UPI,11,Quarterly,No,278,80,19,9,7,24,8,21,Mobile,5,4,12,No,334,4,Yes
583,45,Male,Ahmedabad,16,Active,UPI,0,Quarterly,Yes,143,53,29,18,7,11,31,26,Mobile,3,4,14,Yes,289,5,Yes
584,32,Male,Ahmedabad,48,Active,UPI,7,Monthly,Yes,122,41,32,9,1,34,31,7,Mobile,2,5,9,Yes,499,7,Yes
585,48,Female,Mumbai,52,Active,Credit/Debit Card,1,Monthly,No,154,12,4,7,10,43,26,6,Mobile,5,2,4,Yes,346,6,No
586,55,Female,Mumbai,30,Cancelled,Credit/Debit Card,10,Monthly,Yes,256,46,38,2,6,10,22,3,Mobile,4,0,14,No,311,11,Yes
587,42,Female,Hyderabad,25,Active,UPI,14,Quarterly,No,74,13,9,14,0,38,7,13,Tablet,4,5,2,Yes,235,10,Yes
588,58,Male,Chennai,34,Cancelled,UPI,4,Quarterly,No,245,46,10,4,3,15,9,30,Tablet,2,1,5,No,434,5,No
589,30,Female,Kolkata,29,Cancelled,UPI,15,Monthly,No,232,64,25,13,9,18,36,12,Mobile,5,0,15,Yes,365,12,No
590,18,Male,Hyderabad,27,Cancelled,Credit/Debit Card,9,Monthly,Yes,284,51,22,9,2,32,42,11,Desktop,1,5,7,Yes,461,6,No
591,39,Male,Mumbai,43,Cancelled,Net Banking,4,Monthly,No,102,59,3,15,10,36,28,12,Mobile,3,0,3,Yes,487,14,Yes
592,27,Male,Chennai,46,Active,UPI,0,Monthly,Yes,81,7,21,0,0,34,46,6,Mobile,2,1,11,No,416,0,Yes
593,57,Female,Hyderabad,52,Active,Credit/Debit Card,0,Monthly,No,162,36,27,16,10,50,19,5,Mobile,3,2,11,Yes,385,14,Yes
594,24,Male,Mumbai,30,Active,UPI,2,Monthly,Yes,220,42,11,6,5,31,4,21,Mobile,4,2,2,Yes,343,14,Yes
595,39,Female,Bangalore,12,Active,Credit/Debit Card,2,Quarterly,Yes,8,69,38,8,9,56,37,25,Desktop,5,3,7,No,80,8,No
596,55,Male,Bangalore,31,Active,UPI,2,Monthly,No,268,35,18,4,3,54,46,15,Mobile,2,0,7,Yes,422,11,No
597,36,Female,Ahmedabad,3,Active,UPI,6,Monthly,Yes,200,45,4,18,4,50,35,3,Mobile,4,3,9,Yes,429,14,Yes
598,33,Female,Hyderabad,49,Active,UPI,8,Monthly,No,282,9,20,18,10,47,14,8,Mobile,3,0,0,No,358,6,No
599,32,Male,Mumbai,29,Active,UPI,11,Yearly,No,247,78,3,8,5,30,41,26,Mobile,4,1,15,Yes,305,13,Yes
600,20,Male,Pune,50,Active,UPI,11,Quarterly,Yes,108,50,3,13,9,29,43,21,Mobile,4,5,1,No,138,7,No
601,38,Male,Kolkata,15,Cancelled,UPI,13,Yearly,No,162,9,25,13,7,27,11,15,Mobile,5,3,10,No,25,7,Yes
602,39,Female,Pune,15,Active,UPI,4,Monthly,Yes,113,61,26,7,8,46,19,29,Tablet,5,0,2,Yes,26,5,No
603,59,Female,Ahmedabad,26,Cancelled,UPI,2,Monthly,No,46,70,10,4,10,33,17,24,Mobile,5,5,9,Yes,134,1,No
604,52,Female,Kolkata,7,Active,UPI,14,Monthly,No,255,42,18,14,5,40,17,14,Tablet,3,5,6,No,118,7,No
605,24,Female,Mumbai,21,Active,UPI,5,Monthly,Yes,137,60,36,11,1,7,49,30,Mobile,3,0,1,Yes,367,15,No
606,28,Male,Hyderabad,26,Cancelled,UPI,12,Monthly,Yes,20,31,24,17,0,23,13,2,Mobile,2,0,10,No,375,8,Yes
607,24,Female,Ahmedabad,22,Active,UPI,10,Monthly,Yes,103,66,38,16,10,58,2,1,Mobile,1,5,15,No,328,6,No
608,39,Male,Ahmedabad,47,Active,Credit/Debit Card,11,Quarterly,No,158,74,23,13,2,28,14,0,Mobile,1,2,2,No,332,6,No
609,40,Male,Ahmedabad,47,Active,Credit/Debit Card,13,Quarterly,Yes,256,5,19,9,6,21,37,21,Mobile,4,5,8,Yes,167,9,No
610,41,Male,Bangalore,44,Cancelled,Credit/Debit Card,4,Monthly,No,236,63,21,14,6,25,5,11,Desktop,1,4,8,No,293,14,No
611,60,Female,Mumbai,29,Active,UPI,14,Monthly,No,8,7,8,19,4,33,26,24,Mobile,5,1,13,No,82,6,Yes
612,55,Female,Mumbai,4,Active,Net Banking,15,Quarterly,Yes,91,36,5,1,1,51,33,9,Mobile,3,0,12,Yes,201,14,No
613,22,Female,Bangalore,54,Active,Credit/Debit Card,15,Quarterly,No,140,52,3,0,1,42,30,28,Mobile,4,4,10,Yes,358,10,No
614,40,Female,Pune,10,Cancelled,Net Banking,8,Monthly,No,116,68,11,13,8,26,21,20,Tablet,1,5,0,Yes,76,3,Yes
615,41,Male,Hyderabad,47,Active,UPI,9,Quarterly,No,103,19,20,10,3,23,4,23,Mobile,3,5,9,Yes,357,1,No
616,23,Female,Bangalore,16,Active,UPI,13,Monthly,Yes,177,46,31,4,10,29,30,28,Mobile,5,3,13,No,19,9,Yes
617,31,Male,Ahmedabad,49,Cancelled,Credit/Debit Card,10,Monthly,No,138,73,4,10,1,40,15,23,Mobile,4,4,7,No,88,2,Yes
618,56,Male,Ahmedabad,47,Active,Credit/Debit Card,1,Quarterly,Yes,295,17,16,10,1,21,12,2,Desktop,3,4,4,Yes,89,14,No
619,42,Male,Hyderabad,41,Cancelled,UPI,5,Quarterly,No,182,45,35,12,8,18,43,0,Mobile,4,4,14,Yes,429,4,Yes
620,27,Male,Ahmedabad,11,Cancelled,UPI,11,Quarterly,Yes,202,10,6,11,5,23,0,23,Mobile,3,0,14,Yes,117,0,Yes
621,18,Male,Chennai,49,Active,Credit/Debit Card,2,Quarterly,No,292,43,10,7,7,17,34,2,Mobile,4,4,2,No,433,14,Yes
622,26,Male,Hyderabad,16,Cancelled,Credit/Debit Card,15,Monthly,No,196,20,14,15,7,23,4,2,Desktop,3,2,5,No,213,9,Yes
623,29,Female,Ahmedabad,38,Active,UPI,7,Quarterly,Yes,16,69,29,15,5,32,31,9,Mobile,4,2,0,Yes,429,14,Yes
624,31,Female,Kolkata,12,Active,Net Banking,7,Monthly,Yes,32,10,13,4,0,13,18,2,Mobile,3,3,2,No,154,7,Yes
625,46,Female,Ahmedabad,20,Active,UPI,15,Quarterly,Yes,161,12,33,15,0,60,21,26,Mobile,1,2,4,No,442,4,No
626,29,Male,Pune,53,Active,UPI,13,Quarterly,Yes,61,58,10,3,0,29,39,8,Mobile,4,4,12,Yes,276,2,Yes
627,21,Male,Pune,38,Active,Credit/Debit Card,4,Monthly,No,222,80,28,12,10,32,3,25,Tablet,2,0,6,Yes,393,13,Yes
628,31,Male,Bangalore,16,Active,UPI,6,Monthly,Yes,22,40,31,16,4,60,49,30,Desktop,4,0,8,Yes,406,7,No
629,36,Female,Hyderabad,11,Cancelled,UPI,11,Yearly,No,119,28,24,1,0,6,47,20,Mobile,1,4,15,No,402,7,Yes
630,31,Female,Pune,27,Active,Net Banking,11,Yearly,Yes,137,80,36,16,7,35,34,2,Tablet,5,5,5,No,252,9,No
631,40,Female,Ahmedabad,17,Cancelled,Credit/Debit Card,1,Yearly,No,53,47,31,15,9,43,40,27,Mobile,3,2,14,Yes,232,10,Yes
632,40,Female,Mumbai,11,Active,UPI,3,Yearly,No,291,5,18,18,5,57,11,30,Mobile,4,3,1,No,227,9,Yes
633,25,Male,Pune,34,Active,UPI,2,Quarterly,Yes,61,62,9,0,10,12,7,10,Mobile,5,1,7,Yes,245,4,Yes
634,49,Female,Hyderabad,49,Cancelled,Net Banking,11,Quarterly,Yes,101,27,26,17,2,35,31,28,Mobile,3,2,11,Yes,64,14,Yes
635,35,Female,Bangalore,18,Active,Credit/Debit Card,13,Monthly,No,36,56,21,14,4,50,25,24,Mobile,2,5,13,Yes,183,6,No
636,53,Female,Ahmedabad,54,Active,Net Banking,5,Quarterly,No,258,20,28,11,8,48,7,10,Desktop,2,3,11,Yes,33,12,No
637,32,Female,Hyderabad,14,Active,Net Banking,0,Monthly,No,251,60,24,1,5,18,43,4,Mobile,4,0,11,No,144,4,No
638,58,Male,Mumbai,49,Cancelled,Net Banking,15,Monthly,No,287,9,5,17,8,9,27,3,Mobile,2,0,0,Yes,318,9,Yes
639,39,Male,Mumbai,23,Cancelled,Net Banking,9,Monthly,Yes,119,45,22,16,10,33,10,16,Mobile,1,1,2,No,478,10,No
640,43,Female,Pune,18,Cancelled,Net Banking,15,Quarterly,Yes,24,34,36,7,3,51,5,22,Mobile,3,4,13,Yes,443,6,Yes
641,19,Female,Hyderabad,49,Active,UPI,12,Quarterly,No,44,45,40,5,3,11,48,20,Tablet,1,0,6,No,229,3,Yes
642,42,Male,Hyderabad,6,Cancelled,UPI,9,Quarterly,No,56,8,17,2,10,27,8,22,Mobile,5,2,10,No,496,4,No
643,29,Male,Chennai,31,Active,UPI,8,Yearly,Yes,59,55,26,10,5,46,48,4,Mobile,4,4,15,No,58,13,No
644,53,Male,Pune,43,Active,Net Banking,9,Quarterly,No,114,60,19,12,10,18,22,3,Tablet,1,1,13,No,33,5,No
645,18,Female,Bangalore,35,Active,UPI,4,Monthly,No,56,55,25,15,8,19,18,12,Mobile,4,3,5,Yes,111,0,No
646,46,Female,Mumbai,26,Active,UPI,9,Monthly,No,299,21,1,6,2,56,42,1,Desktop,5,0,15,No,296,9,No
647,23,Male,Pune,32,Active,Credit/Debit Card,4,Monthly,No,105,12,33,19,0,24,0,22,Mobile,1,3,6,No,372,15,Yes
648,45,Female,Pune,18,Active,UPI,12,Yearly,Yes,11,77,26,6,1,26,21,26,Mobile,5,0,7,No,176,2,Yes
649,59,Male,Mumbai,32,Cancelled,Net Banking,0,Monthly,Yes,85,40,14,8,4,52,29,23,Mobile,4,3,4,Yes,247,7,Yes
650,47,Male,Ahmedabad,15,Cancelled,UPI,8,Quarterly,No,256,26,24,2,8,29,19,18,Mobile,2,5,9,Yes,146,13,Yes
651,34,Male,Hyderabad,51,Cancelled,UPI,11,Quarterly,Yes,30,46,34,20,5,21,41,26,Mobile,5,3,4,No,123,11,Yes
652,45,Male,Pune,9,Active,Credit/Debit Card,4,Quarterly,Yes,290,20,5,11,7,46,22,24,Mobile,2,3,14,No,162,10,Yes
653,51,Female,Bangalore,47,Active,UPI,10,Quarterly,No,289,51,29,0,7,15,31,30,Desktop,1,5,7,No,260,11,No
654,39,Female,Pune,12,Active,UPI,9,Monthly,Yes,129,13,38,15,2,53,0,0,Desktop,3,5,9,Yes,82,11,Yes
655,20,Male,Chennai,35,Active,Net Banking,9,Monthly,No,250,15,20,13,2,36,30,23,Mobile,1,1,3,No,392,5,Yes
656,30,Male,Chennai,12,Active,UPI,10,Monthly,No,86,66,15,12,9,40,1,9,Desktop,1,3,1,Yes,66,12,Yes
657,31,Female,Pune,31,Active,UPI,1,Quarterly,No,212,13,34,13,6,33,39,22,Mobile,1,1,7,Yes,0,8,Yes
658,39,Male,Mumbai,44,Active,UPI,10,Monthly,No,143,65,2,16,4,18,35,24,Mobile,2,3,13,No,16,2,Yes
659,29,Male,Bangalore,37,Active,Net Banking,15,Yearly,No,108,44,27,2,0,25,24,26,Mobile,2,3,1,No,346,13,No
660,49,Female,Mumbai,26,Active,UPI,2,Quarterly,Yes,114,45,30,5,8,60,4,12,Mobile,5,5,6,Yes,361,13,Yes
661,54,Male,Pune,16,Active,UPI,10,Yearly,No,34,49,27,14,2,26,17,25,Mobile,1,5,10,Yes,50,8,Yes
662,22,Female,Mumbai,60,Active,UPI,8,Quarterly,No,76,53,16,18,10,33,3,10,Desktop,4,3,9,Yes,30,1,Yes
663,50,Male,Kolkata,22,Active,UPI,12,Quarterly,No,252,46,29,16,3,25,36,17,Tablet,3,2,7,Yes,457,0,No
664,40,Female,Mumbai,56,Cancelled,UPI,13,Monthly,Yes,248,35,34,16,2,53,21,6,Mobile,2,4,4,No,283,1,No
665,59,Female,Chennai,36,Active,Net Banking,13,Monthly,Yes,94,75,1,9,4,14,49,3,Mobile,4,2,15,No,364,3,Yes
666,48,Female,Bangalore,11,Active,UPI,3,Monthly,No,268,37,38,20,3,54,48,23,Mobile,2,1,2,No,210,2,No
667,57,Male,Hyderabad,42,Active,Credit/Debit Card,7,Monthly,No,47,20,16,19,1,50,46,1,Mobile,3,5,0,Yes,42,5,Yes
668,57,Female,Pune,24,Active,Credit/Debit Card,9,Yearly,Yes,181,66,10,6,10,18,2,29,Desktop,2,0,5,Yes,421,13,No
669,58,Male,Pune,51,Active,Credit/Debit Card,6,Quarterly,Yes,7,7,28,19,7,48,0,20,Desktop,5,5,15,No,226,6,No
670,55,Female,Bangalore,17,Active,UPI,7,Yearly,Yes,156,39,6,1,0,23,1,17,Desktop,4,4,15,Yes,373,1,No
671,38,Female,Mumbai,49,Active,Net Banking,9,Monthly,No,267,31,31,1,9,38,4,14,Mobile,3,4,8,No,27,10,No
672,24,Male,Chennai,2,Active,UPI,15,Monthly,Yes,166,21,19,9,10,33,18,3,Mobile,4,3,12,No,272,14,No
673,41,Male,Hyderabad,23,Active,Credit/Debit Card,4,Yearly,No,253,76,11,3,10,23,46,6,Mobile,4,5,0,No,487,5,Yes
674,59,Female,Chennai,2,Active,Credit/Debit Card,5,Quarterly,Yes,230,60,34,10,7,40,45,27,Mobile,2,2,11,Yes,45,9,Yes
675,31,Male,Hyderabad,32,Active,UPI,14,Monthly,Yes,171,68,2,5,2,26,33,13,Mobile,4,2,11,Yes,70,12,No
676,29,Female,Kolkata,39,Active,UPI,11,Yearly,Yes,153,46,3,19,4,30,15,18,Mobile,2,2,8,No,248,8,No
677,56,Female,Ahmedabad,30,Active,Credit/Debit Card,4,Monthly,No,14,37,8,3,3,32,30,14,Mobile,3,1,2,Yes,449,0,No
678,34,Female,Ahmedabad,14,Active,Credit/Debit Card,9,Monthly,Yes,115,21,24,15,2,15,26,8,Mobile,2,1,14,Yes,440,8,No
679,54,Female,Chennai,7,Active,UPI,2,Monthly,Yes,199,5,2,9,3,56,49,20,Mobile,3,2,4,Yes,205,3,No
680,25,Male,Kolkata,21,Active,Credit/Debit Card,9,Yearly,Yes,209,72,13,0,3,43,48,10,Mobile,2,0,2,Yes,52,10,Yes
681,56,Female,Pune,11,Active,Credit/Debit Card,11,Monthly,Yes,167,73,35,20,9,40,50,9,Desktop,4,1,4,No,414,2,No
682,24,Male,Mumbai,30,Active,UPI,5,Monthly,Yes,47,6,21,3,1,9,10,21,Desktop,4,3,9,No,396,9,Yes
683,37,Female,Bangalore,46,Active,UPI,10,Monthly,No,9,64,17,1,2,51,44,27,Mobile,4,0,2,Yes,83,15,No
684,33,Male,Chennai,30,Active,Credit/Debit Card,15,Monthly,Yes,106,66,23,5,0,43,14,9,Mobile,5,5,9,Yes,73,2,No
685,45,Female,Hyderabad,58,Cancelled,UPI,8,Yearly,Yes,180,61,38,13,2,11,12,24,Mobile,2,3,11,No,286,0,No
686,22,Male,Bangalore,14,Active,UPI,8,Monthly,Yes,169,52,34,3,7,13,26,21,Desktop,2,3,13,No,188,6,Yes
687,54,Male,Mumbai,50,Active,UPI,7,Yearly,Yes,84,73,5,9,7,37,37,30,Mobile,5,1,3,No,478,2,Yes
688,18,Female,Kolkata,27,Active,UPI,8,Monthly,Yes,259,25,9,4,6,5,31,12,Desktop,1,0,1,No,472,0,No
689,30,Male,Chennai,48,Active,UPI,11,Quarterly,Yes,273,27,7,4,0,43,36,10,Mobile,4,4,6,Yes,186,10,No
690,18,Female,Pune,45,Active,UPI,9,Monthly,Yes,225,44,20,11,1,55,34,8,Desktop,3,1,10,No,215,5,No
691,49,Female,Chennai,46,Active,Net Banking,3,Monthly,Yes,97,21,10,19,9,41,18,2,Mobile,5,1,12,Yes,263,1,No
692,59,Male,Kolkata,17,Active,Net Banking,15,Yearly,Yes,222,64,31,17,6,46,43,6,Mobile,1,1,10,Yes,480,11,Yes
693,28,Female,Bangalore,1,Active,Credit/Debit Card,3,Yearly,Yes,172,75,19,1,2,23,19,6,Mobile,3,4,10,No,481,6,No
694,55,Female,Hyderabad,43,Active,Net Banking,1,Yearly,Yes,210,50,30,2,6,36,5,25,Mobile,4,2,9,No,246,4,Yes
695,29,Female,Pune,1,Active,Credit/Debit Card,4,Quarterly,No,180,35,33,1,9,42,10,9,Mobile,1,1,3,Yes,442,6,No
696,55,Male,Hyderabad,10,Active,UPI,9,Yearly,No,79,67,11,12,0,54,20,10,Mobile,4,5,4,No,100,12,No
697,28,Female,Ahmedabad,28,Cancelled,UPI,5,Quarterly,Yes,76,69,24,5,7,15,48,13,Mobile,4,2,13,No,125,2,No
698,31,Female,Bangalore,56,Active,Credit/Debit Card,0,Monthly,No,235,30,37,18,9,25,38,18,Mobile,4,3,11,No,195,9,Yes
699,24,Male,Hyderabad,50,Active,Credit/Debit Card,9,Monthly,Yes,203,38,14,9,10,46,29,7,Mobile,3,2,0,No,99,0,Yes
700,30,Male,Chennai,32,Cancelled,Credit/Debit Card,11,Monthly,No,278,16,40,11,8,50,39,10,Mobile,4,2,12,Yes,144,12,Yes
701,58,Female,Kolkata,54,Cancelled,Credit/Debit Card,10,Yearly,Yes,240,28,12,11,8,10,5,16,Mobile,5,0,0,No,182,5,No
702,22,Male,Ahmedabad,37,Active,UPI,6,Quarterly,No,25,79,3,5,7,51,41,5,Mobile,1,2,14,No,51,8,No
703,26,Female,Mumbai,58,Active,Credit/Debit Card,6,Monthly,No,259,31,34,18,6,11,14,14,Mobile,3,0,1,No,414,10,No
704,50,Female,Bangalore,36,Cancelled,Net Banking,11,Monthly,No,251,15,40,17,6,48,32,11,Tablet,2,4,8,No,4,3,Yes
705,47,Female,Ahmedabad,46,Cancelled,UPI,4,Monthly,Yes,74,45,29,11,6,8,43,15,Mobile,4,5,12,Yes,235,7,Yes
706,29,Male,Hyderabad,17,Active,UPI,10,Yearly,Yes,14,57,29,15,1,17,49,17,Mobile,2,0,12,No,354,14,No
707,22,Female,Hyderabad,44,Active,UPI,8,Monthly,No,242,9,18,10,1,39,50,10,Mobile,2,3,8,No,498,3,Yes
708,31,Female,Hyderabad,17,Active,Credit/Debit Card,10,Monthly,No,11,21,34,13,4,36,35,11,Mobile,1,2,14,No,448,4,Yes
709,57,Female,Mumbai,12,Cancelled,UPI,4,Quarterly,Yes,110,13,2,11,1,41,7,25,Mobile,4,0,8,No,17,1,No
710,56,Male,Pune,56,Active,UPI,6,Yearly,Yes,268,61,31,17,10,29,37,2,Mobile,4,2,10,No,416,8,Yes
711,48,Female,Kolkata,25,Cancelled,Credit/Debit Card,12,Yearly,Yes,96,66,20,11,4,25,30,26,Mobile,1,4,15,No,183,12,No
712,18,Female,Mumbai,39,Cancelled,Credit/Debit Card,13,Monthly,No,273,57,32,4,0,31,17,18,Mobile,1,0,6,No,306,4,Yes
713,56,Male,Hyderabad,38,Active,UPI,5,Monthly,Yes,225,22,37,2,9,27,18,3,Mobile,3,4,4,Yes,205,12,Yes
714,23,Female,Kolkata,51,Active,UPI,6,Monthly,No,241,10,18,12,4,29,27,11,Mobile,4,4,14,No,217,12,No
715,48,Female,Pune,59,Cancelled,Net Banking,11,Monthly,Yes,284,66,18,19,1,33,6,23,Mobile,3,2,4,Yes,463,12,Yes
716,57,Male,Hyderabad,26,Cancelled,UPI,10,Monthly,No,205,80,29,11,2,37,24,26,Desktop,5,2,6,Yes,424,10,Yes
717,27,Female,Mumbai,57,Active,Credit/Debit Card,13,Monthly,Yes,145,23,32,8,2,14,26,23,Mobile,2,5,13,No,242,14,Yes
718,27,Female,Hyderabad,18,Active,UPI,11,Quarterly,No,266,36,1,9,10,35,24,18,Mobile,2,2,6,No,97,2,No
719,39,Male,Hyderabad,22,Cancelled,UPI,4,Quarterly,Yes,19,76,6,9,8,14,40,7,Mobile,3,3,9,Yes,207,7,Yes
720,25,Female,Pune,56,Active,Credit/Debit Card,15,Monthly,No,171,64,3,14,2,58,7,0,Mobile,3,0,1,No,424,4,Yes
721,56,Male,Bangalore,45,Active,Credit/Debit Card,3,Quarterly,Yes,143,16,13,8,3,9,49,9,Mobile,2,4,6,Yes,267,14,No
722,18,Female,Pune,10,Cancelled,UPI,11,Monthly,No,300,32,4,1,6,5,31,8,Tablet,1,2,15,No,249,2,Yes
723,39,Female,Hyderabad,50,Active,Credit/Debit Card,8,Monthly,No,103,10,11,6,7,21,22,9,Mobile,5,1,6,Yes,175,7,No
724,48,Female,Kolkata,49,Active,Credit/Debit Card,4,Monthly,No,62,20,19,0,6,41,46,24,Mobile,3,5,0,No,134,2,Yes
725,23,Male,Hyderabad,41,Active,UPI,14,Quarterly,Yes,223,50,38,13,9,22,26,15,Desktop,4,1,8,No,395,2,No
726,31,Male,Ahmedabad,20,Active,UPI,12,Monthly,No,254,73,11,19,10,60,48,22,Desktop,1,2,1,No,291,10,No
727,43,Male,Bangalore,46,Active,Credit/Debit Card,0,Yearly,No,110,38,5,9,1,21,1,21,Mobile,4,1,0,Yes,155,6,No
728,32,Female,Hyderabad,52,Active,UPI,13,Yearly,No,87,24,23,12,2,45,6,0,Tablet,5,3,14,No,156,12,Yes
729,25,Female,Hyderabad,58,Active,UPI,12,Quarterly,Yes,20,42,28,16,0,50,30,8,Mobile,3,3,12,No,323,12,Yes
730,32,Female,Pune,6,Active,Net Banking,13,Monthly,Yes,267,17,13,4,5,44,39,9,Mobile,5,5,0,Yes,137,4,No
731,22,Female,Bangalore,1,Active,Credit/Debit Card,9,Monthly,No,263,79,33,1,6,32,25,18,Mobile,1,1,2,No,23,4,Yes
732,32,Female,Ahmedabad,2,Active,Credit/Debit Card,10,Yearly,Yes,54,49,7,19,3,52,8,18,Desktop,3,3,14,Yes,428,3,No
733,31,Female,Mumbai,21,Active,Credit/Debit Card,15,Monthly,No,265,68,7,15,10,34,48,7,Mobile,5,3,0,Yes,289,0,Yes
734,41,Male,Chennai,11,Active,UPI,10,Quarterly,No,206,68,12,9,5,7,42,15,Mobile,3,1,5,Yes,264,12,Yes
735,28,Female,Kolkata,42,Cancelled,Credit/Debit Card,2,Yearly,No,285,67,32,10,3,32,39,30,Desktop,4,0,7,Yes,71,7,No
736,34,Female,Pune,60,Active,Credit/Debit Card,4,Yearly,No,181,30,38,17,8,36,35,18,Mobile,4,5,15,No,46,4,No
737,55,Female,Mumbai,13,Cancelled,Net Banking,1,Monthly,No,20,14,10,12,1,46,31,14,Tablet,5,3,7,Yes,425,10,Yes
738,55,Female,Kolkata,56,Active,Credit/Debit Card,11,Monthly,Yes,11,65,12,16,6,5,34,2,Mobile,5,5,8,Yes,431,4,No
739,26,Female,Kolkata,32,Active,Credit/Debit Card,0,Quarterly,Yes,291,72,28,7,9,25,42,21,Mobile,1,5,0,No,31,7,No
740,20,Male,Ahmedabad,23,Active,Net Banking,4,Monthly,Yes,21,80,8,2,9,16,0,10,Desktop,1,3,14,No,387,12,Yes
741,51,Female,Bangalore,2,Active,UPI,6,Monthly,Yes,170,77,3,16,7,57,43,29,Mobile,3,1,8,Yes,48,8,No
742,40,Male,Mumbai,47,Active,Credit/Debit Card,0,Monthly,No,149,65,24,3,8,26,44,22,Desktop,4,0,0,No,131,10,No
743,19,Female,Hyderabad,26,Active,UPI,5,Quarterly,No,265,72,25,15,0,29,41,11,Desktop,5,4,3,No,425,3,No
744,21,Male,Pune,33,Cancelled,Credit/Debit Card,3,Monthly,Yes,103,44,33,4,3,27,49,9,Mobile,5,1,7,No,33,11,No
745,27,Male,Bangalore,37,Active,Credit/Debit Card,7,Monthly,Yes,218,16,27,15,7,30,5,7,Mobile,4,5,9,No,71,7,Yes
746,55,Female,Chennai,38,Cancelled,UPI,1,Monthly,No,35,38,36,20,10,9,39,26,Mobile,2,3,7,Yes,136,7,Yes
747,46,Male,Kolkata,23,Active,Credit/Debit Card,12,Monthly,No,148,67,29,2,8,57,47,17,Mobile,5,0,7,Yes,483,9,Yes
748,29,Male,Mumbai,19,Active,Net Banking,12,Quarterly,Yes,237,54,21,13,10,58,20,5,Mobile,4,0,1,No,380,6,No
749,49,Female,Pune,35,Active,Credit/Debit Card,5,Quarterly,Yes,166,35,35,13,9,50,38,28,Mobile,2,3,11,No,152,13,Yes
750,60,Male,Chennai,40,Active,Credit/Debit Card,11,Monthly,No,271,25,8,17,8,54,4,29,Mobile,3,5,13,No,410,5,No
751,41,Male,Hyderabad,41,Cancelled,UPI,4,Monthly,Yes,47,41,39,6,7,13,26,29,Mobile,5,2,7,Yes,286,10,No
752,43,Female,Pune,38,Active,UPI,14,Yearly,Yes,210,70,27,10,1,51,26,13,Mobile,3,2,4,Yes,162,1,No
753,26,Male,Chennai,19,Active,UPI,8,Monthly,Yes,30,39,35,6,10,46,25,13,Tablet,5,4,10,Yes,240,15,Yes
754,29,Male,Mumbai,4,Cancelled,UPI,3,Monthly,Yes,188,62,17,2,7,41,43,12,Mobile,4,3,1,Yes,79,6,No
755,38,Female,Mumbai,33,Active,UPI,8,Monthly,No,127,21,10,12,9,33,4,25,Mobile,3,3,8,No,311,4,Yes
756,42,Male,Pune,53,Active,UPI,1,Quarterly,Yes,40,79,30,10,4,60,38,5,Tablet,2,1,8,No,153,0,Yes
757,21,Female,Pune,28,Active,UPI,5,Quarterly,No,123,24,37,0,3,13,5,4,Mobile,5,4,1,Yes,326,6,Yes
758,48,Female,Pune,24,Active,Credit/Debit Card,9,Monthly,No,83,55,16,20,1,58,23,15,Mobile,2,1,14,No,481,5,Yes
